"","42C_A3_R1_44C","42C_A3_R2_44C","A3_F181_R1_44C","A3_F181_R2_44C","A3_F228_R1_44C","A3_F228_R2_44C","A4_F244_R1_44C","A4_F244_R2_44C","A8_F232_R1_44C","A8_F232_R2_44C","A9_F200_R1_44C","A9_F200_R2_44C","A9_F255_R1_44C","A9_F255_R2_44C","A10_F210_R1_44C","A10_F210_R2_44C","A16_F258_R1_44C","A16_F258_R2_44C"
"acnA",9.94110832624352,10.1003668693419,9.03102923668574,8.96993087098568,9.6451024943339,10.231786494489,9.1146870417264,9.49006184421355,9.50575885638692,9.42318820205107,9.27913067596619,9.53321817003372,9.99874302858126,10.0961138376298,9.22473727434449,9.21098575756668,8.65738188659856,8.31879828916529
"acnB",13.1515214785423,13.2077070061457,12.057645031355,11.9355401625623,12.6880631634868,13.5920117144157,12.371556683075,12.5151665409029,12.450626886928,12.3803467586884,12.4061645521069,12.7429541667222,13.4716671335058,13.6183117145525,12.0474769296327,12.1073311657457,11.6090294043363,11.2979441698247
"acpH",6.74666177612906,6.88530959400443,5.85210629922827,6.08238999819249,6.0248298288456,5.93115339236787,6.1707263024248,6.37597634661585,6.82540988114073,6.59240973720155,6.7540564135262,6.5590512151249,6.781608123476,6.94195208381896,6.24791063791908,6.41549498815788,6.34142518293791,6.62358449925007
"acpP",11.4635424672998,11.2653114126854,11.9159101985938,12.4066651588176,13.0083118408675,12.15400878525,12.3041554296691,11.1542503582336,11.4429624332329,11.6434813437593,11.9001880366222,11.7882451790809,11.9793205652643,11.8494856976072,11.9257896832885,11.8804912529849,11.8015766245171,11.880466245168
"acpS",6.92002571347247,6.76618714413381,7.17834273317098,6.93696236253103,7.34645885174922,7.27756310104898,7.01041340229353,7.16053888991256,6.69866380033716,6.79915747922384,7.05974988118571,6.93500062812597,7.10623305707369,6.85826459391156,6.99679910130806,6.53022681033883,6.99815178099372,6.75393615476797
"acpT",6.89810564555757,6.82242094180277,6.02659886871444,6.91651535910747,7.20176519091503,7.19651411211954,7.43324578142958,7.54101434241943,7.48185586008621,7.52906915255116,7.64719027541102,6.94388973855466,7.24035126144236,7.66421900665833,7.2608387425004,7.02074664490827,7.67694307512226,7.79837540791503
"acrA",9.7947080659661,9.78809497679292,10.5499547551808,10.1950283579672,10.2125200860082,10.5184990849214,10.4633175152089,10.6978150751205,10.1491148246149,10.1442303179575,10.0008854678467,10.2694800767053,10.3224378660638,10.3426154115664,9.9537631227249,9.89628687517998,9.85348680985531,9.90568657536176
"acrB",11.5932069130536,11.5754477847415,11.9783660934625,11.9749072077912,12.0408848617974,12.2486431715595,12.183546548534,12.3640762255793,12.1229022813652,11.981855074633,11.9269423996317,12.0374716708133,12.1297842069056,12.1685386337977,11.8998208544669,11.7665381171751,11.9722955772271,11.9093599922111
"acrD",8.34489087581073,8.37179806166084,8.20440973781426,7.9224099399131,7.71532203764616,8.05905927685341,8.25586895453671,8.24055829739899,8.43246812589086,8.42156053716523,8.25934595091822,8.16117890376953,8.19604295269602,8.02309288949436,8.13475988134935,8.32155179565627,7.91355715023355,7.97783268128201
"acrE",4.642298581875,4.46799019425996,3.63308650754326,5.27647755058689,4.3029316966164,5.03300760463007,4.45272867034496,4.80099733372405,4.67805939060384,4.75007344179013,4.65606142617212,4.61622996087783,4.88790084857557,4.38287051514386,5.62830789136573,5.55262700538036,5.0685953592083,4.83924622268768
"acrF",7.61213994787765,7.79027838157363,7.60716068400626,7.56620862121861,7.74011786849879,7.3616937065302,7.42632606715372,7.32509563700615,7.94213037725892,7.96799867712327,7.34774133000596,7.55974587377878,7.29527318172672,7.44899738409748,8.21572407698144,8.08393774608745,7.78430038182596,7.7559358469499
"acrR",7.91808193685308,8.13610419473149,8.16907836406951,8.50763586362845,8.64133625860122,8.45542409492319,8.70063052197484,8.88451402913893,8.62269296467568,8.54382395363359,8.33768757189306,8.35533258312761,8.44074762837295,8.41524702246085,8.46309509630413,8.48874957764684,8.50191145805908,8.69371701688471
"acrZ",5.66339801671314,5.35746482373177,6.56092671817106,6.24179525492421,6.12533137518764,6.15966264182078,6.23700522374943,4.74392286980105,5.15641688905129,5.56871100812521,5.89795720549504,5.67206864172609,5.64533849823298,5.11486390678365,5.30073771723574,5.55262700538036,5.42805622815411,5.70567382591576
"acs",6.94161085412365,7.01132093926653,6.02659886871444,6.45787684547728,7.41750160002461,8.02207523195761,6.30021770793222,6.66416282750346,7.25227862783158,7.13921233865891,6.4611563874475,6.83333863058964,8.26025086939486,8.39577886431875,6.99679910130806,7.14463566615286,6.31916699849959,6.56784210111191
"actP",6.39940669018689,6.70760957402205,6.85906658452551,6.45787684547728,6.67634479887671,7.13690032569427,6.1363355480815,6.16183044076914,6.72783427033913,6.84951129485339,6.4611563874475,6.4245514298912,6.92852005953453,7.00161809534735,6.97016763124645,6.82678596414343,6.65608747583771,6.30227992179934
"actS",8.51147660277855,8.47658500914241,8.5987637551764,8.9351268434247,9.00238679474719,8.72046584025967,8.74283612021949,8.63613142837134,8.37900499807671,8.22089983083985,8.82309465598028,8.60343695480166,8.62871253806731,8.56871339542413,8.41495017387508,8.75887439169117,8.64868683383823,8.8571341744815
"ada",6.93085949577391,7.20626435864094,7.24807772222137,7.17895804888786,7.08997421599312,6.92126564149159,6.86367507927565,7.25338876532286,7.26714651674166,7.25527180933091,7.14576982778667,7.36283080567972,7.10623305707369,7.16108880655956,7.52047910387616,7.32281288203556,7.20346329773922,7.17117713541961
"add",8.10995081965248,8.39031218657382,7.10500980883424,7.18748962934884,8.37922333952474,8.44499314785082,7.79162017630146,7.99027476535771,7.86309967757236,7.75221279010331,8.160150552822,8.1984857347439,7.52902235773221,7.61019997430574,7.75570467045204,8.04654325390088,7.71084098184405,7.66708915400096
"adeD",6.9941746962504,6.84067722752458,6.56092671817106,6.7871906188645,6.81246639717443,7.3616937065302,6.87394637970322,7.07978298877607,7.21185456232106,7.20805910008295,6.93950234330727,6.99608211279674,7.16647242208041,7.14943814761739,7.19355482670485,7.36408004563128,7.14243370891579,7.15252097592955
"adeP",9.93446376826626,9.89015616202331,10.5703749247631,10.3633430336946,10.2624206530057,10.523459003899,10.5047556858655,10.7909386639908,10.944160364418,11.075878848021,11.0568807499754,10.3942939310835,10.6342837567326,10.7715363575921,10.3589992602233,10.461738551164,10.6581993595745,10.6592948241641
"adeQ",5.54899393498441,5.69339110557995,4.70162681774799,5.31133940220921,5.24831639536764,4.98879237506108,5.24963099112275,4.80099733372405,5.22642824949233,5.37971238688045,5.01047091483819,5.30903955035801,5.35929831079347,5.08724483238059,5.30073771723574,5.47388090013077,5.18318280643286,5.59317753151627
"adhE",13.252722913089,12.7602299993945,15.5761630762675,15.1992328683139,14.6371228326822,13.125151000418,14.0895657037906,14.148211567333,13.5600405077646,13.5422512949686,13.1925806713797,13.5452070536464,13.752015743561,13.8088303674667,14.3305945494902,13.3828908770339,13.4947317197474,13.2970539427285
"adhP",6.33480305172065,6.38365410560552,5.85210629922827,5.83538970972159,5.72130550332168,5.77716424828425,6.1876007131163,5.92881025278041,7.07756960953062,6.93352281331856,5.95824437340163,5.9360002283457,5.74376116643426,5.93400507207849,6.15454876937925,6.152681872269,5.87141507619475,5.88166961416094
"adiA",7.23992014388564,7.21325326915961,6.76654847710138,7.02548299948941,6.65011113107527,6.88016450434313,6.6765147769834,6.81672764395308,6.87827397256986,6.91002528575719,6.7867094889868,6.97889769919098,6.71362774889557,6.8510613464951,6.7988877227408,7.30172252482371,6.85286300028421,6.87321300987186
"adiC",5.42307672464309,5.69339110557995,6.44551226664103,5.64048749456701,5.4597041410963,5.5478118615687,5.17761359305924,5.34995551950598,5.78034841560078,5.61564283280718,5.74553571856163,5.82075879397481,5.35929831079347,5.46525354715826,5.88828560553405,6.29037415914602,6.17744846280234,5.83375512896504
"adiY",7.52955092487406,7.23401634968963,7.75771918131946,7.44369727684742,6.25458032802604,6.0691179503715,5.96971961422237,6.34512864613563,6.05371143695252,5.80119365459749,6.9200608442729,7.14202840495801,5.89987375639426,5.83174909338773,6.85832165715483,7.40418681129104,6.85286300028421,6.94021789357473
"adk",10.8164189930184,10.7096064133294,11.488828736894,11.2164719614848,10.9325623839496,11.0022070390259,11.310490208457,11.2776170091289,10.7540913022394,10.8035725307847,11.1434251433801,11.0639453019634,11.0286525800366,10.9898716954478,11.0784294618965,11.0094755659251,11.1113202178417,10.9607779275078
"aegA",7.04485641481829,7.13441821200025,8.65087660015947,8.80623200399235,8.22558328254401,7.01907555326762,7.18504997432762,7.30946973892056,7.46907495502876,7.63967229492045,7.08610769692638,7.36941372762496,7.3181780462378,7.11988649934085,8.09861419884458,7.51816049447786,7.62454251258964,7.80433692950805
"aer",7.103375389613,7.24769200132247,6.76654847710138,7.01591633722562,7.33017928201392,7.188149393261,6.92421066558494,6.90300289674213,7.339243797782,7.25062039116353,7.03289281252243,7.28833885874803,7.43448692687449,7.41056362606818,7.36636339287947,7.14463566615286,6.95611152257706,7.12406922573458
"aes",6.35124001820644,6.52695057804511,6.18097429482343,6.00502762833462,6.35640385256767,5.95175662019072,6.1707263024248,6.16183044076914,6.09998350346376,6.17026790828144,6.12433356314468,6.23194407633464,6.11318525331647,5.93400507207849,6.0542881521559,6.73473126527002,5.96205191530352,5.90498956587502
"afuC",5.42307672464309,5.11301840573368,5.11323293671253,5.66652265052888,4.88741296298446,5.19394364374265,5.34996156858103,5.04574349114267,6.25052393101245,6.32279120709463,5.34082167060026,5.07565145278052,5.39108392354318,5.29138153148697,5.7647904740795,5.47388090013077,5.00650358929514,5.1348661727526
"agaA",5.20561537697303,5.17915661779621,5.11323293671253,5.0844037058714,4.98952242651965,4.8436671764301,4.83055706028802,4.74392286980105,5.24885027062752,4.75007344179013,5.01047091483819,5.11207937436202,5.02592612135763,5.16813610170634,5.09563611737945,4.50019497238633,4.7944424545684,4.9973238059138
"agaB",4.93675291392688,4.70146588405299,5.11323293671253,4.68002217456317,4.77379464706469,4.73362779806741,4.52863602580206,4.28483244634807,4.35119057042684,4.32758605444174,4.9668732140204,4.87229643459288,4.98190448566525,4.54642147457468,4.25132688423126,4.25076681138757,4.7944424545684,4.65065598554455
"agaC",5.03392436157757,4.46799019425996,3.63308650754326,4.54455074255161,4.64465788796588,4.94265249282845,4.36812042403923,4.85488354790034,4.45952202205521,4.98547381936361,4.52348608151923,5.07565145278052,4.88790084857557,4.63924733054263,3.63308650754326,4.97584218769579,5.00650358929514,4.89469818999512
"agaD",5.28262918534058,5.32955806553917,5.41165779364327,4.68002217456317,5.16850227699907,4.94265249282845,4.88076949764448,5.04574349114267,4.91513292127499,4.95886289404139,5.01047091483819,5.07565145278052,4.7279065450656,5.16813610170634,4.84325707913015,5.47388090013077,5.00650358929514,5.1348661727526
"agaI",4.70900540551749,5.27169859388576,5.85210629922827,5.0844037058714,4.64465788796588,4.67334647626497,5.06020391452955,4.85488354790034,4.88458392276603,5.0857552744287,5.43300378189159,5.18155694796291,5.02592612135763,5.02983359107758,4.68843448278856,4.84220496457795,5.18318280643286,5.21795812406669
"agaR",9.27782962611369,9.39965242511649,9.34740789462727,9.29409862688964,9.46962243588152,9.03968645470639,9.20598701187556,9.16698905476867,9.3079992645438,9.27969831942563,9.41079563525517,9.20563845761212,9.31431051515829,9.32525463908536,9.31662179690995,9.28764784700057,9.27525057465126,9.64254687556033
"agaS",5.12306534594539,4.92779734389209,5.11323293671253,4.38131864563065,4.71150745073433,4.79022502341676,4.77763557795778,4.74392286980105,4.59741969955275,4.78276109615748,4.36385099802716,4.72725428460784,4.45757362144054,4.49573052799725,5.39120558106784,5.29935445695104,4.94057729031559,4.83924622268768
"agaV",5.07939761626174,4.70146588405299,3.63308650754326,4.61497467490939,4.77379464706469,4.98879237506108,4.66192084768683,4.54728007240066,4.8530818413525,5.13265064223492,5.01047091483819,4.67347196965874,4.6679124836277,4.79992205056658,4.25132688423126,4.25076681138757,4.6218622310699,4.83924622268768
"agp",6.8417680503556,6.77571693502317,6.76654847710138,7.06311660171028,7.62499175594314,7.42701786062904,6.95353254378485,7.37847586664785,6.8454669469295,6.87402920884576,6.74300126361265,7.00459671902277,7.17487328232346,7.1435767972212,7.2608387425004,7.07160778613069,6.85286300028421,6.82670745276885
"ahpC",14.0658583224279,14.0697728191359,13.3238228102903,13.4538278720439,13.8950886233656,14.1783686165656,13.9475148078501,13.8735049955869,13.4604084291097,13.3267716416274,13.667571799464,14.1632093754122,13.9859831673998,13.8732917188811,13.314911947756,13.4694410129471,13.5084503074438,13.5164519142569
"ahpF",11.6498656688451,11.6263790183345,11.269096220945,11.4613788105522,11.2063686126564,11.9332760836497,11.6813931970237,11.9503557572636,12.2198833390683,12.0419217172464,11.674437425962,11.8655237578279,11.8963455634,11.8836911343533,11.3492455429484,11.404296348138,11.5349519679197,11.3887521943494
"ahr",6.54883806849246,6.56057797004107,5.11323293671253,6.06346256726368,6.16352917316377,6.27707516988037,5.63483356164378,5.97056877151141,6.23001031693128,5.99843072817682,5.87723612431147,6.2755509043262,5.71985169706253,5.83174909338773,6.2923029957632,6.24600130124618,5.87141507619475,5.9943766045885
"aidB",6.79501829986756,6.62549345179454,6.31959892908442,6.30707104250625,6.63680756647406,6.56603734976583,6.25308401154969,6.7715242297994,6.73503311790482,6.86182353400746,6.60305823141912,6.28978333708937,6.32834966458409,6.38403040323002,7.04860497030919,6.79676547261912,6.6204302863552,6.65064328948796
"ais",4.98645277565771,5.07842207729265,3.63308650754326,5.0417028553543,4.71150745073433,4.79022502341676,4.77763557795778,4.68312560640454,4.50820954762094,4.56619964562072,4.59239375472224,5.03797394069999,4.53390301713065,4.68214935124646,4.84325707913015,4.84220496457795,5.00650358929514,4.94727573290681
"alaA",9.64808679705054,9.72028033593178,9.63282519295836,9.6670590390441,9.37415145629715,9.538323717595,9.83474679023931,10.1469867434814,9.51197452656377,9.52142894910169,9.83740468032014,9.60432867527304,9.85174446885267,9.95128181323235,8.94878542300204,9.07545473395548,9.44043585157747,9.4959830918554
"alaC",8.83652439485447,8.9662871335215,9.16243677021909,8.50763586362845,8.68019911170616,8.91934194498172,8.59398489360812,8.51934622539143,8.74917890538909,8.89890243601499,8.40160050457219,8.69234994047051,8.85589980734101,8.78047848766588,7.97110480316244,8.37277612775859,8.3330307672641,8.05480590511462
"alaE",5.66339801671314,5.79463840484336,5.11323293671253,6.02478991770875,6.14456471317696,6.19425301807291,5.34996156858103,4.74392286980105,5.83696400327729,5.26270201816466,5.37233712536018,6.5355450079067,5.06821873824427,4.90483730501287,7.99752847005933,8.23559796812777,4.87017303118075,5.1771697826462
"alaS",13.0629252705043,13.1160288233461,13.1333922765277,13.0841109713,13.0013017218172,13.2282310376885,13.0856202654369,13.4168004654645,13.1585454922082,13.1172489092079,12.9864762819852,13.1634516921556,13.1413005230178,13.2531534999175,12.9573128371853,12.8881059751074,12.9952984854637,12.8666985423826
"aldA",8.24087035972325,8.10653175757858,8.67624240531818,7.82234467688697,8.22995898251818,9.25187446382262,8.10424153257831,8.23645059654094,8.37673367076204,8.3945522868653,8.38412983851298,8.39120531321292,9.35341914511748,9.58878768701894,8.04896040011075,8.14417713122563,7.89894122730784,7.76207611424346
"aldB",5.45578035956525,5.81397509525278,4.70162681774799,5.71705844262538,5.77281603234696,5.36775786055769,5.13982929869587,5.28107332791326,5.24885027062752,5.56871100812521,5.27517474207817,5.39636020459436,5.53867716530266,5.50510542324897,5.62830789136573,6.05246903051032,6.15232869322459,5.40296652318183
"alkA",6.41509596104171,6.71754382085549,5.85210629922827,6.44351561802543,5.96070913480063,5.91022550039393,6.36064715355505,6.54787881796653,6.15568124243417,6.35841126871798,6.30305259609635,6.26116912098074,6.40287530222142,6.31152925236822,6.41747650628204,6.24600130124618,6.25014226828785,6.31939737213015
"alkB",5.69046194341306,5.9592193964643,5.41165779364327,5.8578225519463,5.323007699386,5.60246318196672,6.00857220668107,5.50670504466977,5.82303805227666,5.77432361517544,5.67431851273119,5.75910905056352,5.56619976161842,5.59949519258805,5.82799152047984,5.76312252034797,5.47156391489208,5.83375512896504
"allA",5.74293998506791,5.85181266994369,5.65083095140398,5.53064876062521,5.61165650170421,5.15582584826554,5.7792504789042,5.2450627420394,5.35495645303876,5.50327758629416,5.51871762798696,5.52926246551357,5.42205630904229,5.35955704451597,5.55417227779086,6.05246903051032,5.77408309184192,5.80912616630363
"allB",6.78308417747466,6.73720379433152,6.56092671817106,5.98496926298301,6.30643551003568,6.37027814129392,6.02758359705753,5.97056877151141,5.72115984147328,5.66090056580229,6.43372345104725,6.52364138390094,5.94127736003266,6.33263635339586,6.73683254672253,6.10350399619158,6.12673530828091,6.1377475959017
"allC",6.79501829986756,6.84067722752458,6.94588606373393,6.54105712913696,6.67634479887671,6.51286532034055,6.28468584087329,6.87126494664488,6.35816976069704,6.443634337405,6.94912371981402,6.6817023314655,6.85697670002804,6.8510613464951,6.94302519685417,6.96799112792308,6.83747661864345,6.72881720205364
"allD",4.57004927709466,4.64884852256956,5.11323293671253,4.74065584473814,5.12639789592766,4.94265249282845,4.59791508392283,4.74392286980105,4.75201055190033,4.8143671112398,4.44799178325875,4.99893732995107,4.60356144309807,4.54642147457468,5.30073771723574,5.38976268742832,4.87017303118075,4.83924622268768
"allE",8.49710458935766,8.46207457524992,7.97808251738752,7.49259604420455,7.63825024282267,7.67399343043882,7.81824011620881,7.75181116756125,6.83212734358986,6.96805250868892,7.7922936853798,8.31175096846283,7.72986660000633,7.92792819796723,7.5742408464936,7.84339865078065,7.52318842834552,7.68659709876687
"allR",10.0776304093298,10.1910486931749,10.795220340227,10.554722834939,10.4640897926286,10.5026792083452,10.383814295359,10.3580026357151,10.2436379887402,10.2591200718533,10.1631358940836,10.3091781777348,10.2987867112015,10.3514739856403,10.1777889689923,10.3020089950481,10.1996959244579,10.1399416409379
"allS",5.42307672464309,5.21083498421638,5.41165779364327,4.85132445508372,4.71150745073433,4.89436664958168,4.72159770313881,5.04574349114267,5.13208780304392,4.8143671112398,4.77117789376056,4.91625943662476,4.6679124836277,4.68214935124646,5.20276442258004,5.55262700538036,4.71222595194293,4.78048761238141
"allW",4.98645277565771,4.886500035812,4.70162681774799,4.79757900676374,4.49286174716124,4.79022502341676,4.72159770313881,4.80099733372405,4.50820954762094,4.8449784385213,4.71542760364922,4.82631836288031,4.83743275181143,4.54642147457468,5.30073771723574,4.84220496457795,5.12735474193223,5.04512307945902
"alr",9.11807882385577,9.00080820275805,9.56659110045753,9.4341789854063,9.29085429754447,9.4765659534016,9.38358428448058,9.41944797818195,9.70064869605931,9.80525387267982,9.53776370875528,9.38761018527815,9.33492824400606,9.39057908732753,9.31662179690995,9.33486141674378,9.41504037102655,9.35930881286323
"alsA",5.35490773152065,5.46306134003044,5.41165779364327,5.34520563012423,5.03708665633643,5.03300760463007,5.21418468324317,5.41509099311983,5.05574245936271,5.03677633770867,5.20563681286596,5.45125604904981,5.29307839571025,5.05891664746432,5.7647904740795,6.10350399619158,5.87141507619475,5.25735377551842
"alsB",6.41509596104171,6.25171462371823,6.85906658452551,6.54105712913696,5.4597041410963,6.12416831017163,5.94986082690375,5.88569557536302,5.72115984147328,5.9753206912371,6.31819891230044,6.31781290490191,6.02041152668604,6.37390372463089,5.62830789136573,6.29037415914602,5.77408309184192,6.19482554302892
"alsC",5.20561537697303,5.43750739529404,3.63308650754326,5.0844037058714,5.08264737300082,5.07548371821319,5.17761359305924,4.85488354790034,5.00171303567724,5.13265064223492,4.77117789376056,4.91625943662476,5.06821873824427,4.96919315855247,5.69835816700597,5.6267181997828,5.00650358929514,5.21795812406669
"alsE",5.74293998506791,6.10567350768114,5.41165779364327,5.61390940959963,5.93863219596766,5.51956717336741,5.50056454521936,5.56422357216932,5.69051775821263,5.53642234620276,5.57274324831117,6.00761688648849,5.81295683787505,5.48533995165292,6.20202896423498,5.38976268742832,5.33607569180661,5.53295019018875
"alsK",6.08118261974661,6.15115637864558,5.65083095140398,6.02478991770875,5.82236488672002,6.01172205699968,5.73288457710446,5.94985327917003,6.16655145398571,5.80119365459749,5.95824437340163,5.99006965914042,5.79029742204742,5.90558731821267,5.88828560553405,5.8262888581086,6.07404919152419,5.67846400982011
"alsR",8.52924213870602,8.56614043906921,8.45957820209287,8.84960097186717,8.69292376931897,8.79076893431773,8.86250412755645,8.88188925383826,8.49033141417622,8.44604914403808,8.78368684649254,8.71052463405022,8.56979921743289,8.71525540220154,8.71443870997228,8.70396227319559,8.68315639689159,8.87984144108415
"alx",5.86555429432901,5.99317510304853,6.02659886871444,5.50161888411343,5.6676545228226,5.93115339236787,5.88843919733366,6.01105961925278,6.3102829789419,6.30462919673966,6.12433356314468,5.860302148162,6.23323510043025,6.58119534094416,6.00121408630453,5.94418298595145,6.1006490000767,6.0369217292702
"amiA",8.988024626822,8.80556421126826,8.39990275962117,9.11469530056155,9.11300155236742,9.23584149343652,9.36209380764413,9.37162182734138,9.48800086942966,9.40458413303432,9.11106366817462,9.12859475871024,9.51981565676677,9.37079267287759,8.91458915665299,8.81176965622999,9.25821276360278,9.14177197159972
"amiB",9.13904311226628,9.30046280624237,9.23247576181932,9.19042203312207,9.01257034954244,9.06032015973102,9.03316545773089,9.11876837077655,9.37432629302959,9.25683008545938,9.1279413970362,9.28917023738693,9.16737201016168,9.23373571651415,9.17938356075383,8.98624938787873,9.30873372719968,9.31210303344605
"amiC",8.96993564389665,9.04234082473778,9.55297120867194,9.62557883950097,9.35627454346864,9.60380357917502,9.49143604827594,9.16483185165277,9.79711194283831,9.75392632582276,9.40907088403996,9.5833613079097,9.45108553818993,9.43055054710939,10.0259794319511,10.0860382359984,9.39179557282325,9.40697261803252
"amiD",7.92884567531987,8.15066529177402,7.55323749754545,7.78923758504721,7.8636934175473,7.79964428902548,7.90024832459045,8.08930877430501,8.14808411350458,8.15306776177449,7.90945135598125,8.06344127503765,8.20830239512233,8.07608102470547,7.93053439347745,8.04654325390088,7.87673434603298,8.11354598802957
"amn",11.3067292329219,11.2682300158349,10.2709996289859,10.29933178983,10.3593188441088,10.6693227077526,10.6418198057976,10.8856328469083,10.2197908033653,10.0382834087991,10.532910612982,10.9626051588616,10.7215432619527,10.7668141523902,10.2590315870624,10.3890614597235,10.1420565539595,9.96393533969035
"ampC",7.43434377206122,7.51384739044733,7.75771918131946,7.73809766155354,7.63163634985297,7.8897151616821,7.85469690030811,8.20736331934029,8.23344018847536,8.20184363753833,7.30361009700578,7.05463675372016,7.87039235615257,8.0135356848295,7.72437566888022,7.76874667639939,7.91355715023355,7.86262749761309
"ampD",6.59070571725806,6.52695057804511,6.94588606373393,6.51387979846235,6.77663074201722,6.82704485200027,6.33076420812045,6.67650589151402,6.55930836074039,6.32279120709463,6.31819891230044,6.38548575265325,6.26567894049628,6.39408333231608,6.2923029957632,6.60177185140853,6.48792557403023,6.49487489839705
"ampE",7.6188119083708,7.5306886734398,7.60716068400626,7.28606701712751,7.47781287558429,7.60677726491553,6.86367507927565,7.02327366353443,7.20156651915326,7.10865381539033,7.2734112892696,7.50705063209648,7.17487328232346,7.21236646549078,6.97016763124645,7.53630264162529,7.3291701586568,7.09503574475611
"ampG",7.56454430525334,7.60145916865848,8.13285657415624,8.26478034442246,7.95647620578818,8.42743843468052,8.44168756218316,8.65777952046445,8.48401585589832,8.61212823707061,9.13213012722126,8.07552693135612,8.38785887079829,8.72503425599098,8.17001868321114,7.82877593564747,8.95756115303894,8.79576662140435
"ampH",9.2588025209308,9.43422891775255,8.77346073815297,9.11024550124409,8.70553697677982,8.94422837673864,9.02406963172557,9.21781641783454,9.07733376065596,8.94112385819492,9.31641551573492,9.59458183258345,9.11197058171504,9.16358765248948,8.79936486050286,8.95300296623906,9.21471581171414,9.26975922347815
"amtB",6.26701612729624,6.64647845908773,6.44551226664103,6.66952523791255,6.66328940681908,6.30885018298456,6.28468584087329,6.42099239375793,6.41352077912077,6.5623829771259,6.10685901980483,6.18689925929466,6.52766948036408,6.51853258135092,6.91535139972846,6.56645825536556,6.44762670866475,6.70324055958155
"amyA",8.08130839400571,8.0952832775288,7.89395388207191,8.24865636168292,7.80617399092612,7.39835339723521,7.74797262360089,7.53431890476447,7.71606652258753,7.81321267125993,7.67049309136575,7.75303183107158,7.7468020202255,7.54078766993533,7.93053439347745,7.7060931014909,7.86925500763782,8.0245098725398
"anmK",8.53276908489901,8.65044952048405,8.43004980941893,8.47683579486159,8.44842268759208,8.05905927685341,8.35359458407074,8.40327365729728,8.44769455713424,8.45210673012711,8.4859069895628,8.46650051348414,8.38065783704297,8.24343596796317,8.50048396872408,8.32155179565627,8.09114855307827,8.26370000279366
"ansA",8.40772141649117,8.52205909314573,8.74976442793893,8.82536678121268,8.49640834659156,8.90673565652021,8.83935263490969,9.29479805365546,8.82772485736599,8.92089551867602,9.00313777175526,8.73356005810514,8.90437570901603,8.93336697979682,8.66591396652887,8.61320482923609,8.88909754137677,8.70329888589234
"ansB",6.02006643679374,5.87033065441415,8.5987637551764,8.28072553620356,8.12578588600982,6.10606624697715,6.00857220668107,5.79499077418992,6.73503311790482,6.67180245540203,6.05303648112227,5.9360002283457,5.64533849823298,5.59949519258805,7.34587415229638,6.24600130124618,6.04691391767887,5.97258587681035
"ansP",7.20477108825981,7.31416701142986,7.02768074415891,7.28606701712751,6.95801716928488,7.33167210950184,7.44698541823804,7.61266695859861,7.53186621337408,7.64675055571145,7.09478592110712,7.01306043182835,7.60535698136571,7.58886819428727,7.62605506649664,7.49978514376594,7.53270502328172,7.83377833642268
"apaG",6.8417680503556,6.66715335940981,6.94588606373393,7.2781079808514,7.19277789641561,7.3616937065302,7.4740744210375,6.91342560768495,7.23725383266936,7.16418499671958,7.24255827031619,7.07900954917529,6.88808319434409,6.91460365405066,6.94302519685417,7.32281288203556,7.21536106650129,6.8846036571689
"apaH",7.75218792444057,7.94878419296083,8.05755312543938,7.72648108754593,7.66440443748609,7.66200469978235,7.74797262360089,7.9099520854494,8.38579754401618,8.31478558275069,7.98100807153344,7.73279952011522,7.7635396439196,7.88662647174691,7.21633813565814,7.55421748142547,7.7602298682582,7.68659709876687
"aphA",6.23182267167567,6.10567350768114,6.76654847710138,6.54105712913696,6.80062228913132,6.49924862224452,6.1876007131163,6.29752086119213,6.75641085776213,6.47630635588975,6.59073902602895,6.54734770019033,6.14858090156557,6.58992155303717,7.14686287290628,6.53022681033883,6.69085879499038,6.30227992179934
"appA",8.62817058784276,8.58500954002696,8.13285657415624,7.78364464205628,8.0386417964264,8.10398924722692,7.50722901599777,7.53431890476447,7.98455780682819,7.63611999710955,7.65305163038171,8.08751176280704,7.73553400797958,7.5452260323513,7.95770833319753,7.99511955430693,7.68549305762253,7.58628533605592
"appB",7.09378832561886,6.87649539151059,7.75771918131946,6.95711778290573,7.05066497963274,6.73765134663214,6.1707263024248,6.29752086119213,6.2906512290249,6.07631548134633,6.7540564135262,6.43733189484761,6.45973000846987,6.17756651234887,6.97016763124645,6.60177185140853,6.6204302863552,6.47981045777562
"appC",8.05208328940058,7.58543551260126,8.65087660015947,7.47184402966794,7.68371127984258,7.88457057442268,6.81116506567896,6.88192376660847,6.46674115523105,6.443634337405,7.46583960638821,6.95272330427384,6.678361552525,6.36370215935963,7.69234629498732,7.25858148003081,7.34006661725672,7.13361660441583
"appY",9.92510965619385,9.791577340675,10.303892539347,9.84224690945146,9.49888464870221,9.15502040795873,8.61231675580717,9.03620665421398,8.01703578819395,8.19463193438382,10.0008854678467,9.68658752807583,8.80841997994805,8.93167929797141,9.57043420649699,9.63646011162237,10.3276697085423,10.3677414057292
