"","42C_A3_R1_44C","42C_A3_R2_44C","A3_F181_R1_44C","A3_F181_R2_44C","A3_F228_R1_44C","A3_F228_R2_44C","A4_F244_R1_44C","A4_F244_R2_44C","A8_F232_R1_44C","A8_F232_R2_44C","A9_F200_R1_44C","A9_F200_R2_44C","A9_F255_R1_44C","A9_F255_R2_44C","A10_F210_R1_44C","A10_F210_R2_44C","A16_F258_R1_44C","A16_F258_R2_44C"
"panE",8.91426489924003,8.94350103258607,8.81971498201133,8.87605818986662,9.09154740233403,9.09850683018403,8.77843984539665,9.10982496967276,8.84588966579442,8.82928427115327,8.72386560344925,8.89436265683436,8.89682922659658,8.8374774820095,8.76905883151517,8.73559650992544,8.73336146158868,8.81061682939891
"panF",7.09378832561886,7.00326056913213,6.76654847710138,7.43657305600326,7.11875754861135,7.41990552429991,7.36972650418428,7.8412084350385,7.80337489236496,7.77498952978879,7.83413835478152,7.42101153244695,7.58036199525894,7.69248349578116,7.74012578375995,7.44319731227821,7.86925500763782,7.6406581388741
"panZ",6.06111744087491,6.00983480991852,5.65083095140398,5.96460516122828,5.72130550332168,5.84537835453284,5.94986082690375,5.88569557536302,5.91756134676422,6.1188789271351,6.7540564135262,6.43733189484761,5.94127736003266,6.00250238036487,6.0542881521559,6.24600130124618,5.902321315557,5.83375512896504
"paoA",4.642298581875,5.00576481160072,5.41165779364327,4.61497467490939,4.83224625876807,4.73362779806741,4.66192084768683,5.12975543965837,5.02906604506594,5.03677633770867,4.77117789376056,4.67347196965874,5.02592612135763,4.83614287524921,5.09563611737945,4.50019497238633,4.87017303118075,4.89469818999512
"paoB",5.12306534594539,5.14657251081051,4.70162681774799,4.79757900676374,4.83224625876807,4.53868054699825,5.01811420879812,4.95467392436976,5.39488999415923,5.37971238688045,4.92138645032296,4.87229643459288,4.88790084857557,4.79992205056658,5.39120558106784,4.97584218769579,5.28729483479266,4.9973238059138
"paoC",6.56293411704852,6.62549345179454,6.18097429482343,6.17324556495809,6.20068241086371,6.26090720312972,6.23700522374943,6.32944181037289,6.97235484776115,6.83083891335377,6.20848184309392,6.21709380256061,6.11318525331647,6.31152925236822,6.53225373008878,6.49302677107868,6.363329214422,6.19482554302892
"paoD",5.76840187913867,5.7142842665059,5.11323293671253,5.44143468930269,5.03708665633643,5.15582584826554,5.58283133075901,4.90599823660902,5.65912720638851,5.98692566592743,5.16923004343061,5.33885944209258,5.32664858504401,5.38144542472015,5.30073771723574,5.38976268742832,5.47156391489208,5.1348661727526
"parC",10.7223589622444,10.7254698140862,10.6620236616751,10.7800512672258,10.6814252983525,10.9601481266647,10.8052968098679,10.9621281515965,10.9186604597949,10.8672150072695,10.622687344524,10.841295804292,10.8118667218967,10.8459578586746,10.7152662781954,10.5036496928163,10.7914349064617,10.7044886683973
"parE",10.6025851863479,10.6462729431639,10.8903307783196,10.6702722401673,10.5302300545596,10.8805624701043,10.7429427121309,10.9646094342452,11.1864834281902,11.1119923944824,10.8882857145484,10.8025181360619,10.7991118531516,10.8782783230641,10.6081438974578,10.6204225376667,10.8399388435746,10.8602359965378
"patA",6.8417680503556,7.11213632888927,6.31959892908442,6.4290039401313,6.60981458040654,6.67874638544641,6.31557582368371,6.12568544254388,6.8586814854436,6.8981282898692,6.61526970849367,6.48730663956635,6.55394224533004,6.95543038739817,6.56849895190938,7.23651074750288,6.50764459822471,6.91823426045085
"patD",6.61793546284329,6.92857356415244,6.76654847710138,6.59387097399703,6.06593404555008,6.45757864007206,6.10104955780062,6.63914533203621,6.28072902245514,6.53169507493116,6.44750781306758,6.60490698907336,6.34358068382436,6.44327971736032,6.73683254672253,6.66982892556281,6.40612050757885,6.52452247470538
"patZ",8.0471541046175,8.07633786782738,8.516877302078,8.2075371455062,8.68975313022874,7.9696150751811,8.13418154649493,8.18622037222359,8.29006925188009,8.27203829882213,8.22441886679035,8.09544646561822,8.0492617680154,8.19072941518873,8.36513839270714,8.3525047507418,8.4326702076626,8.33944032293343
"pbpC",7.25717441657589,7.26123752751312,6.85906658452551,7.27010422153521,7.26313522341174,7.26171826883425,7.34056183295407,7.36342714322826,7.58414021497023,7.45835326840131,7.62946083477317,7.20236998201664,7.34072065291251,7.37106632627518,7.5386251915372,7.7533382113512,7.49425250896504,7.62050963225986
"pbpG",8.28756878303832,8.30505523364358,8.74976442793893,8.03489015387042,7.86932050236307,7.81053920040738,8.11285966701045,8.38112546712751,8.7243978394142,8.79951736546305,8.47604714489988,8.28772525548901,7.94071891012704,8.4200731810154,7.860259393169,8.0961893561352,7.86925500763782,8.12310669824354
"pck",8.94898057730803,9.09215721250605,10.3360520523588,10.148064644155,10.2080982032613,10.1688111424809,10.0222189785624,10.04866611884,10.44001318724,10.3358417039527,9.3864593080307,9.68001876727762,9.76601879212451,9.73039442467592,10.6017141945313,10.4474931250242,9.62008070055287,9.42637666939732
"pcm",9.20016623386463,9.2303297290031,9.31549440396514,9.00151306529567,8.99982962140262,8.94669354104007,8.94675420259714,9.06425605744091,8.79069328717491,8.71811070920659,8.9800828736875,9.04923988182052,9.0834502445017,9.03903138143903,8.88663548247548,8.87704292786548,9.10780758414885,9.02186250176515
"pcnB",10.6713269069562,10.6000261117901,10.8295093016508,10.9761144309771,10.1619746985598,10.736360441557,11.2272858690606,11.5199851867018,11.3018559468605,11.338993422586,11.2883402383297,10.9074482960787,11.2115144477017,11.3689872547578,10.9425706066901,10.8969149900632,11.2296299485604,11.2355329098565
"pdeA",9.7784743756947,9.76111375857076,9.88191025071049,10.0562389015397,9.811763554286,9.76047851338483,10.0594066284848,9.75812690841863,10.0329123182115,9.90273366130311,9.66460479791359,10.0219002752608,10.0069405935373,9.92269420546519,8.5369261337457,8.65516856624606,10.2579790740061,10.1964025837239
"pdeB",7.16873141810017,7.11213632888927,6.56092671817106,7.29398183355767,7.34645885174922,7.28541990284455,7.29566478750076,7.16923479265768,7.45617867439095,7.53289708035065,7.30361009700578,7.10297066034363,7.44145088683748,7.63954017797688,7.46461626477358,7.51816049447786,7.39333405965254,7.52976422248669
"pdeC",6.89810564555757,6.87649539151059,7.02768074415891,7.05380145371318,6.68927964204264,6.69072698906846,6.75662041066812,6.93404311834852,6.458011858077,6.41861454029274,7.12897776355743,7.26025545125589,7.00608069224066,6.74614452654922,6.82891810618992,7.23651074750288,6.98427667470522,7.06539584470995
"pdeD",6.64464472191005,6.4330846890236,6.94588606373393,6.25840811030845,5.72130550332168,6.01172205699968,6.28468584087329,5.88569557536302,6.43148913831419,6.23909896692496,6.07121707997971,6.30386963448951,5.76723746546803,5.91987229948749,6.7988877227408,6.33335668265839,6.22633866586669,6.26739095785131
"pdeF",6.69658099178156,6.68752744189479,7.43887777468886,6.70587220668024,6.77663074201722,6.53970515697024,6.1707263024248,6.12568544254388,6.42253412790905,6.21002435435749,6.66307606060613,6.57065726038025,6.55394224533004,6.44327971736032,6.67190749135852,7.04640532266389,6.74145037982373,6.79079226119384
"pdeG",5.74293998506791,5.92437558214864,5.11323293671253,5.64048749456701,4.88741296298446,4.94265249282845,5.68479485785541,5.20790199610851,5.18023368198719,5.01143232534768,5.74553571856163,5.71632261084383,5.53867716530266,5.72083992161926,6.00121408630453,5.76312252034797,5.59361670836337,5.70567382591576
"pdeH",4.77116170466145,4.96750436580576,5.65083095140398,5.31133940220921,5.08264737300082,5.3012768503618,5.17761359305924,4.74392286980105,5.15641688905129,5.17766372206512,4.71542760364922,4.61622996087783,4.37248762601481,4.49573052799725,5.09563611737945,5.29935445695104,5.18318280643286,4.57785044337249
"pdeI",11.4941338378902,11.4826458261204,10.1764741124768,10.0631597215666,10.5355337326598,10.342579700115,10.5584798623811,10.6125728224001,9.681476200881,9.7838224192985,11.1324950088446,10.866387511241,10.6752707057174,10.6258117125543,10.7053048885015,10.8597471635231,11.3510669922521,11.4652997776827
"pdeK",8.12406072798844,8.0099878121165,8.09569814084893,8.30041158187003,8.20350276149128,8.2510260871851,8.1800050520677,8.2568727487674,8.34455270982792,8.29244547143914,8.10999026162784,8.13062016134306,8.24446569690286,8.09432564819989,8.33440188202666,8.56998122483986,8.47264358547067,8.53104338180688
"pdeL",11.8431507898423,11.8953735829722,10.7057531110061,10.9539461918111,9.67585375084979,10.0985352030673,10.7731006911232,10.6062301637948,10.1141374153374,9.78222216202954,10.8845679410522,11.2951047221647,11.1102637880233,11.1449435713164,10.3916677874103,10.5665167243131,11.2076189686583,11.4834712384663
"pdeN",7.37243504012208,7.104630645001,7.70927038524372,7.30968077712734,7.21069605422583,7.06555816317242,7.42632606715372,7.00392512877145,7.34392305443119,7.42987879028245,7.66470284404509,7.19496586405361,7.413388905948,7.34581344802261,7.28257809085455,7.42382529748247,7.72749380764367,7.60007343289306
"pdeR",7.39596662859175,7.24087059932252,6.66750880568123,7.55967098251005,7.22839132933649,7.10167744662615,7.43324578142958,7.34821795991926,8.68823987136443,8.60851780507922,7.85968452966465,7.43362472517527,7.50264431980048,7.57591478169384,7.34587415229638,7.32281288203556,8.74156141912575,8.79576662140435
"pdhR",9.38894770658975,9.40117312035312,8.5987637551764,9.06727274107727,9.49162458329659,9.44727885783831,9.91194429396839,9.69526280678311,9.94070861285301,9.71335558177165,9.45158251011696,9.78903285245062,9.71974165046688,9.76680349562413,9.64738357768671,9.75303689647675,10.0576124577099,10.1632544973715
"pdxA",8.51860915077286,8.43854919802595,8.79677351059843,8.81992558872862,8.66736101316372,8.59717840115485,8.66595222131867,9.05263508073227,8.71004340544462,8.71139497767291,8.74863897398632,8.54095686116891,8.84024643340943,8.95180217129213,8.82168314830384,8.38280569891123,8.72511455057877,8.87984144108415
"pdxB",10.0223078977248,9.99556956417917,9.89276269146857,10.0008452810186,10.1642591758343,10.3085029473478,10.0682792399951,10.1567855566246,10.0949460885407,10.0759952418575,9.97197623019843,10.0628665524977,10.1364116523817,10.1565741215826,10.0323687254472,9.88575890020014,10.2736025170207,10.1114595272038
"pdxH",8.88973138803777,8.79171149470479,9.05055137800623,8.73284783288238,8.6576567657146,8.9143126578238,8.86250412755645,8.85804856702423,8.77008565757866,8.71811070920659,8.67300258228583,8.80537441666898,8.61036744425104,8.65923175944786,8.76905883151517,8.44155783108454,8.33845059831848,8.21983190766713
"pdxI",6.24953257509893,6.48081095152932,6.85906658452551,6.27482175958222,6.20068241086371,6.32446615721596,5.90923086126327,5.90742834637189,5.96869099034594,6.14994527736452,6.31819891230044,5.84067927481933,6.2816170151882,6.10529860738662,5.94594786340045,5.8262888581086,5.96205191530352,6.09831609729195
"pdxJ",9.18007849064298,9.06362750797348,8.72567172712026,8.94015061443298,8.90734347120691,8.88889946689307,8.79992028981106,9.09403922190465,8.76662220489859,8.7397230520613,8.67874355802682,8.82218540825342,8.92430852990806,8.8193359729078,9.13255627157905,8.91897127597883,9.19992017690576,9.01674979948678
"pdxK",9.83522398068016,9.90630717572109,9.49716747307629,9.55203881746789,9.57984923332935,9.51858253761303,9.48978563375328,9.61380760548195,9.45073681138714,9.26258124440493,9.67612271993713,9.9207862241592,9.32933440696013,9.35577258814495,9.40299906210615,9.59827740531489,9.45795022909029,9.46254002996421
"pdxY",7.34850878326677,7.29454817293484,8.09569814084893,8.09927851867858,7.96700774754888,8.20641424152639,7.92983190067517,7.88390055868382,7.95742737727683,8.01791236541126,7.99028504050551,7.7877653501441,7.74117908925685,7.66013529516294,7.87459245116328,7.9143565883873,7.94234987157354,7.85690389708497
"pepA",11.4561401001598,11.4576599893963,11.1744496176706,11.2642959641278,11.2745606402296,11.4291393782261,11.462071636299,11.4031991779004,11.562286230628,11.4522387291478,11.2618364982963,11.4803715321996,11.6134902933963,11.5680346803162,11.0768850918727,11.0366915531896,11.3110249274888,11.3183350624388
"pepB",9.80930904961516,9.83046740067531,9.1260982434005,8.81719726579016,9.04020964178597,9.3704300267496,9.44108283264054,9.62169164963015,10.0443914518224,9.97875226497909,9.17336121494089,9.58757924323221,9.66158116057857,9.88483683323938,9.01483552791686,9.0999596472537,9.14844774054897,8.59764898642467
"pepD",11.9520817674125,12.0016580323339,11.47806146362,11.6699255393939,11.8293930703772,11.9425630917109,11.6828380423224,11.8394824337465,11.6281267538831,11.4953549993151,11.3906127819003,11.8761921946098,11.6687801862151,11.6772499156634,11.4142836077885,11.3037677224716,11.1595087800594,10.9851824871984
"pepE",6.21388016752955,6.2791361042611,9.06981259250001,8.61524539851042,8.79086555995657,6.99043588405033,6.66468816722751,6.61367219181506,6.87827397256986,7.00175940708368,6.33318015003331,6.26116912098074,6.45973000846987,6.29009283132132,8.40512482497047,6.82678596414343,6.79028263550518,7.00418972361767
"pepN",10.0071896796461,10.0508583617069,11.1246910619804,10.0352749266232,10.0892992075933,10.2548352642052,10.0003647504876,10.2131772382098,9.89150341894918,9.93477636752613,9.56279979058572,9.91967150782191,9.9521977909556,10.0702821511679,9.89887365500777,9.66136487857111,9.72712868303679,9.29320208144735
"pepP",10.5857236983701,10.600687877596,10.5152653205904,10.2445755710464,10.1608311016371,10.3895172839908,10.3864771079884,10.6022517932398,10.5386781735141,10.3804124127598,10.2084536447493,10.2972113896165,10.205199989289,10.3337020969375,9.96047971900975,9.81353703987117,9.9869958894008,9.82611993356907
"pepQ",10.249139448769,10.2145859063534,10.6364270359012,10.326429081229,10.5460829441575,10.7638645208411,10.4725365963527,10.7916375756073,10.2541801396852,10.2728585879817,10.0134242347349,10.3066222105908,10.2344178144674,10.3330633190312,10.2006616059147,10.1780692135571,10.1922421089553,9.96393533969035
"pepT",9.10629886872907,9.2507183326515,10.1313709141821,10.4362303490307,10.5960107078044,8.74333835013307,8.74837122831169,8.85001318475849,8.73507054869059,8.7046477828725,8.59317212951007,8.91465747347064,8.78680485362617,8.60518279837747,9.91970277820285,8.7893376769112,8.61337185186002,8.89942088853071
"perR",6.15859033386384,6.20952314271674,5.11323293671253,6.02478991770875,5.6676545228226,5.80029990280187,6.02758359705753,6.05036245331765,5.99353839739375,5.93988722556024,5.89795720549504,6.10834193338228,6.00106292893691,6.06766397407515,5.82799152047984,5.94418298595145,5.83976702335594,5.90498956587502
"pfkA",11.2049624739928,11.0864721552712,12.146458067808,11.9210119974339,11.5993177669085,11.0257013707374,11.2821735165197,11.1747546550783,11.3261572103281,11.2789945226756,11.0030329944355,11.137215177098,11.2966017274204,11.284952245795,11.2292485951833,10.7323684862006,11.035044794307,11.0219889132847
"pfkB",10.4829279881588,10.4756715451687,9.70848812544324,9.93697290842475,9.80592243704576,10.1106713474386,10.0945742136239,10.2328680203134,10.2216878771764,10.0098508530228,10.0481853198525,10.4807248254735,10.0941664552244,10.0548680811371,9.91625208119655,10.0675269434558,9.66601237916203,9.58500578742052
"pflA",8.83080761835847,8.76359986890905,10.3200619204536,9.98027353978677,9.80592243704576,8.91934194498172,9.34758676159902,9.23024807115898,8.73684166964224,8.88106300422818,8.90127333543024,9.04515508385078,8.74538089369472,8.55342385848595,9.52130468565026,9.15945882525204,9.02291876528846,9.1487991046817
"pflB",13.4231605533612,13.3515558961978,16.0205345508416,15.8430907794772,15.2920312190971,13.8159567296214,14.4621974868015,14.545388477995,13.8326388446676,13.8842238812663,13.3240868189076,13.6537595437508,12.9861878236071,13.0227397100074,15.3307791388557,14.0259531949516,13.6659276230486,13.6948999647128
"pflC",5.71696768267278,5.75508306068428,5.11323293671253,5.61390940959963,5.79782543735442,5.26658475838893,5.96971961422237,5.92881025278041,5.64313838550209,5.50327758629416,5.51871762798696,5.860302148162,5.42205630904229,5.46525354715826,5.30073771723574,5.94418298595145,5.6318028173896,5.73232081703138
"pflD",6.87583986498159,6.78518257566065,5.85210629922827,6.70587220668024,6.8588712925872,6.67874638544641,6.47410303627302,6.65170998404553,7.20156651915326,7.23657424735404,6.76502525945836,6.96150202860822,6.93845097036718,6.61577760237356,7.19355482670485,7.21409237000713,6.80619038763676,6.89590310114538
"pgaA",6.85321704577521,6.80392490347052,6.02659886871444,6.25840811030845,5.98242626451559,6.22798670531172,6.10104955780062,6.01105961925278,5.70592989427105,6.07631548134633,6.34800002773509,6.46254438573845,6.26567894049628,6.01579025581679,6.37700189352225,6.73473126527002,6.17744846280234,6.62358449925007
"pgaB",6.43060923656454,6.1806527007305,7.02768074415891,5.92291851940254,5.63996305515284,5.80029990280187,5.38161089904819,5.64585527741577,5.5600283179113,5.63090814237463,6.12433356314468,6.4245514298912,6.05829131942076,6.09286995012043,6.37700189352225,6.60177185140853,6.15232869322459,6.28494638232677
"pgaC",6.30132789616171,6.23779506381416,6.56092671817106,5.78933875811214,6.06593404555008,5.68026160069129,5.88843919733366,5.72257470740977,5.67491855852631,5.61564283280718,6.54034446103476,6.47498074720045,6.40287530222142,6.18924593264447,6.37700189352225,6.41549498815788,6.38489065966258,6.1377475959017
"pgaD",5.20561537697303,5.07842207729265,5.41165779364327,4.79757900676374,4.40430772628083,4.79022502341676,4.88076949764448,4.68312560640454,4.78689239814037,4.78276109615748,5.16923004343061,5.33885944209258,5.06821873824427,4.90483730501287,4.50096997832443,5.47388090013077,5.12735474193223,4.78048761238141
"pgi",12.1786784227179,11.9868009590809,12.7815580461956,12.6746397404463,12.6500624290157,12.7225856344109,12.6902065313849,12.9097565544838,12.7568517703564,12.6840316047247,12.1391679584302,12.4779046070499,12.5166196273596,12.6117026489705,12.4447237126831,12.2008786119229,12.1233665132859,11.8652664983366
"pgk",12.2996718437242,12.3040768218455,13.5053404210637,13.0872260140958,12.967203403875,13.0512393715492,13.035043528653,13.0561016183051,12.3572239550762,12.4440880632123,12.2335209955709,12.6375902877956,12.6577207664201,12.6787189469929,12.3804491719124,12.1275749507344,12.4015767246579,12.0169171089674
"pgl",9.10866257499492,9.199195687076,8.79677351059843,8.80623200399235,9.01510503315422,9.13786643667597,8.99177435879435,9.02197452782005,8.93497264142435,8.84777236380404,8.84112241547356,9.06949198348398,8.95127353938494,8.98309956296154,8.36513839270714,8.67977207075827,8.79375258941945,8.71912834386222
"pgm",11.9619152667518,11.9524783617061,11.4154807134907,11.6916715013108,11.6689385206884,11.8691369810256,11.7618653163165,11.8840730856848,11.9464136859333,11.8358342204959,11.6505572248056,11.8190574464801,11.8401111807585,11.8665794504813,11.4493204504999,11.4490741807922,11.5876005533063,11.5037012906384
"pgpA",8.65753988876603,8.67832699787632,8.79677351059843,8.82807968963248,8.72425204614208,8.33253242518141,8.8548282288945,8.80638401340698,8.80764392375646,8.75613001039284,8.97542729701533,8.61175068508028,8.69404633214926,8.85539336888852,9.09029595753616,9.00583516575306,8.83265104020369,9.03709266591384
"pgpB",7.15957691547267,7.18508918647828,7.10500980883424,7.34056924165346,6.87023768020119,6.91110196885291,7.31829007815601,6.89250267851005,7.00237366481147,7.05086153926572,7.51176540762788,7.00459671902277,7.08854175165012,7.12584622387471,7.21633813565814,7.36408004563128,7.25046887512354,7.34540535420356
"pgpC",6.80685205659585,6.73720379433152,7.02768074415891,7.25396047707485,7.34645885174922,7.12817617648464,7.44013212393724,7.14298579993054,6.97235484776115,7.25527180933091,7.53736102445976,7.07093173393817,7.12370658363414,7.15527541740243,7.09858409830726,7.12070801688379,7.19146516852543,7.11445722261667
"pgrR",8.32874490636788,8.33403930888621,7.80458363448945,8.28072553620356,7.89161069638672,7.94512079051667,8.53754570358248,8.4178519480877,8.24594197169956,8.07665218607081,8.24004685011975,8.4356048761181,8.24446569690286,8.07913793053503,8.30299422649396,8.44155783108454,8.17233645476005,8.30626936276473
"pgsA",8.74525886335715,8.6298305405846,8.30547523096949,8.65857493347154,8.68339083252502,8.48627083859668,8.71483692703059,8.58216131338282,8.70462339104864,8.60126966615164,8.82309465598028,8.70276354834819,8.49176125832294,8.67546214334313,8.64936876038614,8.46062062821504,8.48735191758417,8.51299104490712
"pheA",10.3732236964181,10.4850208386266,10.0657587960232,10.2096562767996,10.2289824510186,10.4959659504671,10.3341041633476,10.6554395900741,10.2895784257558,10.2294838620936,10.3246006852774,10.3749052158814,10.595984533131,10.5574574516544,9.90585017438817,9.7684015400101,10.2232925374372,9.97977957272119
"pheP",8.81930555127883,8.94350103258607,8.99117317402573,9.45186871242081,8.83170621265523,9.14217410749269,9.50783711502434,9.3260205270645,9.5637530842678,9.54898307773976,9.52984993765866,9.25774860975548,9.42334938545924,9.48563199476936,9.48914572906748,9.53230298001874,9.49961985275741,9.7419057756926
"pheS",10.0235606250638,10.2697223686453,9.90353407821864,9.75802268656871,9.7354562411673,10.2338054207948,10.110768416544,10.3466325558634,10.1787138749471,10.1627961579739,10.1279259545112,10.1708069953597,10.1877930317235,10.1687975522683,9.61794478834624,9.54574156788111,9.75573109206467,9.4959830918554
"pheT",12.2335592495933,12.4693498157338,11.8196897611494,11.8915092487346,11.9091889968406,12.162246865043,12.1585812626734,12.3986635434404,12.1435609923605,12.0626644085633,12.0652828235318,12.3492912476858,12.2161472395997,12.2414886986586,11.7528255787873,11.6239292777329,11.7011800604081,11.5644950394286
"phnD",5.31931783776761,4.75119866916178,5.11323293671253,4.99725047579285,4.64465788796588,4.94265249282845,5.01811420879812,5.2450627420394,5.20356313646024,5.26270201816466,4.52348608151923,4.95841504698883,4.88790084857557,4.83614287524921,5.62830789136573,5.69672773991459,5.18318280643286,4.78048761238141
"phnI",4.57004927709466,4.886500035812,3.63308650754326,4.54455074255161,4.18162853727782,4.27860482299157,4.15561294441457,4.01149444854987,4.78689239814037,4.6444263443993,4.00138646899463,4.33486443470711,4.53390301713065,4.49573052799725,5.09563611737945,4.25076681138757,4.52081425862372,4.18497389918813
"phnL",4.30133462589586,4.31788811179191,3.63308650754326,4.28285562215803,4.88741296298446,4.37644963529058,4.66192084768683,4.74392286980105,4.71578076291042,4.8143671112398,4.00138646899463,4.13173945198777,4.15875046820722,4.49573052799725,4.25132688423126,4.84220496457795,4.52081425862372,4.71786804897357
"phnM",4.88454670868118,4.886500035812,3.63308650754326,4.85132445508372,4.3029316966164,4.46196868696344,4.97430661015303,4.61789991905374,5.37508851224378,4.93155752942809,4.9668732140204,4.72725428460784,4.45757362144054,4.38287051514386,5.30073771723574,5.47388090013077,4.52081425862372,4.71786804897357
"phnN",5.03392436157757,5.00576481160072,4.70162681774799,4.90230753787791,4.57225145727952,4.73362779806741,4.83055706028802,4.61789991905374,5.10721926781032,5.19951879903108,4.87379346649672,4.82631836288031,4.7279065450656,4.79992205056658,5.7647904740795,5.29935445695104,4.7944424545684,4.89469818999512
"phnO",5.31931783776761,5.21083498421638,3.63308650754326,5.37813976657229,5.323007699386,5.39966653551227,4.88076949764448,5.28107332791326,5.48934207143751,5.46922379602989,5.13161766053286,5.07565145278052,5.25852506091034,5.29138153148697,4.97699605521174,5.29935445695104,5.23640610204641,4.9973238059138
"phnP",5.79337483471808,5.92437558214864,5.85210629922827,5.9439251528123,5.52272041855376,6.08771852311315,5.63483356164378,5.50670504466977,6.12253818910553,5.99843072817682,5.79092631115258,5.99006965914042,5.67066021810564,5.86178264340521,5.94594786340045,5.38976268742832,5.902321315557,5.9943766045885
"phoA",7.81739218184606,8.06099957228296,7.24807772222137,6.64475912588646,6.66328940681908,6.65447331609582,6.81116506567896,6.95436417351975,6.63072167533981,6.5239162312597,6.81862176593413,7.21706359031259,6.62991477126363,6.51853258135092,6.76820251977945,6.56645825536556,6.6022547098265,6.66397893404313
"phoB",7.75218792444057,7.65361157642559,7.70927038524372,7.94261559843336,7.58446301787962,7.91516500555469,7.72564003685969,7.35584282505759,7.59984763131551,7.41334903495104,7.68200382073967,8.07150966596434,7.86005829451671,7.72411724876632,7.77111603583829,7.73776228472086,7.81577834588569,7.81618612569764
"phoE",5.84193286255585,5.81397509525278,5.11323293671253,5.55901907351873,5.93863219596766,5.36775786055769,5.44253082121316,6.10724484786544,5.47102390611451,5.45183797466914,5.57274324831117,5.97228903042116,5.83523057396743,5.70419249660494,5.94594786340045,5.94418298595145,5.80733743948621,5.83375512896504
"phoH",8.05699561694647,8.12139404842653,5.11323293671253,5.69203886111628,6.33994852905671,7.98891398412551,6.1876007131163,6.36063878973239,7.47760824925135,7.20805910008295,6.93950234330727,7.71743558205276,8.19193312840703,8.11234149532141,6.56849895190938,6.636214349754,6.20211276163245,6.26739095785131
"phoP",9.51188645737066,9.48386950827846,9.59345091084316,9.45010947468828,9.4622131370827,9.49351979592867,9.67546354204023,9.66811158579834,9.6768735025886,9.69135560287877,9.49612947116247,9.64267028280407,9.73674202146779,9.64957455992909,9.20223879037442,9.02515830620509,9.49961985275741,9.3328174779582
"phoQ",9.41972768354184,9.31344312002923,9.55297120867194,9.25634006890659,9.18229309528473,9.3777540775359,9.58406522264257,9.75095636731641,9.77230040404042,9.87372450927304,9.55033608728808,9.503762064392,9.62095339473322,9.76585704564185,9.25237537775146,9.17683994185536,9.38134301898897,9.45311094948621
"phoR",7.41911649317987,7.44442457282874,7.24807772222137,7.49944694805878,7.57069425238898,7.6005072457696,7.55239028763966,7.56748695261519,7.76561273704347,7.54431975737112,7.63539507932583,7.59942952530854,7.72417668682028,7.79283878247995,7.81638030614636,7.81400258643162,7.58851182379099,7.7803406523465
"phoU",8.19705961253232,8.36245087955128,8.70116912462179,8.53779063612027,8.58100154957483,8.61898885384146,8.57852799404935,8.42868954839576,8.13469751892868,8.23970674402299,8.54053844959492,8.41040169811157,8.46477918605331,8.38347612498819,8.5369261337457,8.19061419155562,8.32212945345358,8.34761490323976
"php",5.24475940252074,5.17915661779621,5.85210629922827,5.0844037058714,4.71150745073433,4.53868054699825,4.72159770313881,4.61789991905374,5.10721926781032,5.15538115799087,4.77117789376056,5.21476477209497,4.98190448566525,4.87107817738853,5.09563611737945,5.38976268742832,5.28729483479266,4.89469818999512
"phr",6.88701666413219,7.03523044183054,6.85906658452551,6.66952523791255,6.56832092074838,6.61725551056814,6.54056983896824,6.94424015842997,6.8454669469295,6.86182353400746,6.80806452645413,6.74433398689717,6.781608123476,6.90072830055545,6.91535139972846,6.82678596414343,6.99815178099372,6.92926882663639
"pinE",4.30133462589586,4.70146588405299,4.70162681774799,4.38131864563065,4.18162853727782,4.67334647626497,4.66192084768683,4.54728007240066,4.28972841542597,4.47970761623272,4.36385099802716,4.5548718419559,4.88790084857557,4.59411665161004,4.68843448278856,4.25076681138757,4.87017303118075,4.89469818999512
"pinQ",5.51869285818869,5.17915661779621,5.11323293671253,4.99725047579285,5.08264737300082,5.36775786055769,5.50056454521936,5.2450627420394,4.82054806037489,5.0615402296463,5.20563681286596,5.14735322797423,4.93596939503202,5.40294419316843,5.20276442258004,5.38976268742832,5.5542408427083,5.04512307945902
"pinR",5.16509116552712,5.24166508760023,5.11323293671253,5.41019892727068,4.88741296298446,4.79022502341676,5.31745350393446,5.0011811202118,5.00171303567724,5.01143232534768,5.6245454162576,5.42411680169197,5.25852506091034,5.56258675942626,5.20276442258004,5.47388090013077,5.23640610204641,5.36819148318563
"pitA",8.52570652951248,8.81244093069959,11.063583415846,10.493707910349,10.4005953356285,9.62549845820841,9.59023933693386,9.55243711282754,9.18889313479611,9.3472866224229,9.29975656801075,8.79567930951213,9.53122948450655,9.43293780922094,9.76715605218108,9.05679867680423,9.71885127404916,9.95059753664794
"pitB",5.51869285818869,5.5834794562687,5.11323293671253,5.71705844262538,5.55307056172785,5.70517744778039,5.17761359305924,5.04574349114267,5.35495645303876,5.45183797466914,5.5460216940937,5.75910905056352,5.42205630904229,5.44483414273221,5.30073771723574,6.24600130124618,5.70490681585558,6.01581796694789
"plaP",9.48485202007068,9.44163706489049,10.1586017225371,10.1971271652532,9.47331285569579,10.4332195731304,10.4957408764182,10.7569863384169,10.767572062284,10.8470767422075,10.5673316035115,10.1173602114658,10.7483313411215,10.7757731657607,10.0355527893145,9.91711503344117,10.8139494444298,10.7682110843075
